WORK_HEADER_ID,COD_SGAE,WORK_TYPE_ID,DOC_DATE,START_EFFECTIVITY_DATE,PERCENTAGE_D,PERCENTAGE_F,PERCENTAGE_L,PERCENTAGE_M,CMP_PERCENTAGE,CMP_LENGTH,CSS_LENGTH,CSS_PERCENTAGE,DISTRIBUTION_TYPOLOGY_ID,NATIONALITY_ID,W_WORK_LENGTH,W_MUSIC_LENGTH,E_WORK_LENTH,E_MUSIC_LENGTH,VERSION_ID,CONTRACT_DEFAULT
6422,13550,2,1999-04-15 00:00:00,1999-04-15 00:00:00,,,,,,,,,1,100,,,,,,0
6422,13550,2,1999-04-15 00:00:00,1999-04-15 00:00:00,,,,,,,,,1,100,,,,,,0
633716,5697741,6,1992-01-15 00:00:00,1992-01-15 00:00:00,,,,,,,,,,,,,,,1,0
1086308,7987148,6,2014-07-14 00:00:00,2014-07-14 00:00:00,,,,,,,,,,,,,,,1,0
41537,7017803,1,,1993-08-02 00:00:00,,,,,,,2519,100,4,212,7200,2519,,,,1
390,957,2,,1992-04-23 00:00:00,0,0,50,50,,,,,1,100,,,,,,0
48915,7048868,1,2022-01-26 11:35:33,2022-01-26 00:00:00,,,,,,,1870,100,1,105,5400,1870,,,,0
1250376,50127738,4,2020-02-04 00:00:00,2020-02-04 00:00:00,,,,,,,,,,,,,,,1,0
1142604,50023429,4,2017-06-14 00:00:00,2017-06-14 00:00:00,,,,,,,,,,,,,,,1,0
122130,6008568,3,2015-02-24 00:00:00,2015-02-24 00:00:00,,,,,,,,,,,,,2700,,,0
1213031,50091626,6,2019-08-01 00:00:00,2019-08-01 00:00:00,,,,,,,,,,,,,,,1,0
1182934,50062542,6,2018-10-11 00:00:00,2018-10-11 00:00:00,,,,,,,,,,,,,,,1,0
1182935,50062543,6,2020-01-20 00:00:00,2020-01-20 00:00:00,,,,,,,,,,,,,,,1,0
1186330,32944,2,2019-04-08 00:00:00,2019-04-08 00:00:00,,,,,,,,,1,100,,,,,,0
1075737,7942795,6,2013-07-10 00:00:00,2013-07-10 00:00:00,,,,,,,,,,,,,,,1,0
647994,6019594,4,2015-06-11 00:00:00,2015-06-11 00:00:00,,,,,,,,,,,,,,,1,0
1086095,7976906,6,2014-04-15 00:00:00,2014-04-15 00:00:00,,,,,,,,,,,,,,,1,0
654786,6035456,4,2015-11-30 00:00:00,2015-11-30 00:00:00,,,,,,,,,,,,,,,1,0
